20220350,D000293,Adolescent,N,[]
20220350,D009043,Motor Activity,N,[]
20220350,D008382,Marfan Syndrome,N,['diagnosis', 'drug therapy', 'epidemiology', 'genetics', 'physiopathology']
20220350,D006801,Humans,N,[]
20220350,D005820,Genetic Testing,N,[]
20220350,D014481,United States,N,['epidemiology']
20220350,D010641,Phenotype,N,[]
20220350,D002648,Child,N,[]
20220350,D000293,Adolescent,N,[]
20220350,D009043,Motor Activity,N,[]
20220350,D008382,Marfan Syndrome,N,['diagnosis', 'drug therapy', 'epidemiology', 'genetics', 'physiopathology']
20220350,D006801,Humans,N,[]
20220350,D005820,Genetic Testing,N,[]
20220350,D014481,United States,N,['epidemiology']
20220350,D010641,Phenotype,N,[]
20220350,D002648,Child,N,[]
20220351,D013180,Sprains and Strains,N,['diagnosis', 'physiopathology']
20220351,D015746,Abdominal Pain,N,['etiology', 'physiopathology', 'therapy']
20220351,D006801,Humans,N,[]
20220351,D056352,Athletes,Y,[]
20220351,D012420,Running,Y,[]
20220351,D000328,Adult,N,[]
20220351,D005260,Female,N,[]
20220351,D017568,Rectus Abdominis,N,['diagnostic imaging', 'injuries']
20220351,D014463,Ultrasonography,N,[]
20220351,D013180,Sprains and Strains,N,['diagnosis', 'physiopathology']
20220351,D015746,Abdominal Pain,N,['etiology', 'physiopathology', 'therapy']
20220351,D006801,Humans,N,[]
20220351,D056352,Athletes,Y,[]
20220351,D012420,Running,Y,[]
20220351,D000328,Adult,N,[]
20220351,D005260,Female,N,[]
20220351,D017568,Rectus Abdominis,N,['diagnostic imaging', 'injuries']
20220351,D014463,Ultrasonography,N,[]
20220352,D001265,Athletic Injuries,N,['drug therapy']
20220352,D018712,Analgesics, Non-Narcotic,N,['therapeutic use']
20220352,D007676,Kidney Failure, Chronic,N,['chemically induced']
20220352,D006801,Humans,N,[]
20220352,D041981,Gastrointestinal Tract,N,['drug effects']
20220352,D000082,Acetaminophen,N,['therapeutic use']
20220352,D000894,Anti-Inflammatory Agents, Non-Steroidal,N,['administration & dosage', 'adverse effects', 'therapeutic use']
20220352,D007010,Hyponatremia,N,['chemically induced']
20220352,D056352,Athletes,Y,[]
20220352,D007668,Kidney,N,['drug effects']
20220352,D052246,Cyclooxygenase 2 Inhibitors,N,['administration & dosage', 'adverse effects', 'therapeutic use']
20220352,D001265,Athletic Injuries,N,['drug therapy']
20220352,D018712,Analgesics, Non-Narcotic,N,['therapeutic use']
20220352,D007676,Kidney Failure, Chronic,N,['chemically induced']
20220352,D006801,Humans,N,[]
20220352,D041981,Gastrointestinal Tract,N,['drug effects']
20220352,D000082,Acetaminophen,N,['therapeutic use']
20220352,D000894,Anti-Inflammatory Agents, Non-Steroidal,N,['administration & dosage', 'adverse effects', 'therapeutic use']
20220352,D007010,Hyponatremia,N,['chemically induced']
20220352,D056352,Athletes,Y,[]
20220352,D007668,Kidney,N,['drug effects']
20220352,D052246,Cyclooxygenase 2 Inhibitors,N,['administration & dosage', 'adverse effects', 'therapeutic use']
20220353,D012196,Review Literature as Topic,N,[]
20220353,D015746,Abdominal Pain,N,['diagnosis', 'epidemiology', 'etiology', 'physiopathology']
20220353,D006801,Humans,N,[]
20220353,D041981,Gastrointestinal Tract,N,['physiopathology']
20220353,D014481,United States,N,['epidemiology']
20220353,D019937,Diagnostic Techniques and Procedures,N,[]
20220353,D005082,Physical Exertion,N,['physiology']
20220353,D003937,Diagnosis, Differential,Y,[]
20220353,D056352,Athletes,Y,[]
20220353,D012196,Review Literature as Topic,N,[]
20220353,D015746,Abdominal Pain,N,['diagnosis', 'epidemiology', 'etiology', 'physiopathology']
20220353,D006801,Humans,N,[]
20220353,D041981,Gastrointestinal Tract,N,['physiopathology']
20220353,D014481,United States,N,['epidemiology']
20220353,D019937,Diagnostic Techniques and Procedures,N,[]
20220353,D005082,Physical Exertion,N,['physiology']
